,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel No.,Score,,,,,,,,,,
K1,R2,"Reviewed: April 22, 2019","  \nThe post for the property listed free parking. Upon arrival I found out said parking was really at the hotel's back alley, which was connected to the ever congested Chow Kit market. Guests exiting via the back door will be greeted with the lovely stench of urine eau de toilette.\n  \nFairly comfortable for a low budget hotel.\nStayed in April 2019",5,Cheapo,,,,,,,,,,,,
K1,R15,"Reviewed: April 2, 2019",  \nThe staff are very helpful. The water dispenser and iron with the iron board helped us a lot.\n  \nThe accommodation that I booked does not include breakfast so I can not say something about it. Will recommend the place for backpackers.\nStayed in March 2019,6.3,diazmariden,,,,,,,,,,,,
K1,R3,"Reviewed: April 19, 2019","  \nSomeone knocked on my door in the middle of the night. The pin hole, no door hatch. The fellow kept open and close his room door. Crazy really. Told the reception using my hand phone. No proper parking space also. Terrible really!\n  \nPrice  is cheap. But definitely won't go back again!\nStayed in April 2019",5,Dave,,,,,,,,,,,,
K1,R4,"Reviewed: April 17, 2019",  \n1. The location is a bit far from famous places.\n2. Rooms are noisy and we were getting noise from all other rooms.\n3. No facilities in the room except towels. No other thing. At least there should be a tissue box and trash bin in the room.\n4. We used the shower first day and water on bathroom floor was there even we checked out 3 days after that.\n5. Wifi is very slow and I didn't get network signals inside room so I couldn't use mobile data as well.\n  \n1. View of buildings from Top floor. \n2. The staff was good and cooperative.\nStayed in April 2019,5,Salman Zaidi,,,,,,,,,,,,
K1,R5,"Reviewed: April 15, 2019","  \nIt took us around 45 minutes to be able to check in as it was so busy, they probably need more staff or to make check in more efficient. \nThere were no windows in our room. \n  \nThe property was basic, but clean. The air con was really good. It wasn’t too far to walk to the city centre or train stations. \nStayed in April 2019",7.5,Amelia,,,,,,,,,,,,
K1,R6,"Reviewed: April 14, 2019","  \n229 got problem with water heater. Then change room to 423. Also got problem with the lockset. The door cannot be lock from inside, no curtain and air cond not cold. I want to change room but they say cannot change the room. Very bad hotel",2.9,Ymlope,,,,,,,,,,,,
K1,R7,"Reviewed: April 14, 2019","  \nIt's an excellent choice for those traveling on a budget. The ""KLGO"" Free Shuttle bus (Red Line) connects the Hotel to the Sentral Station from where one can take the express train (or buses) to KUL Airport.\nStayed in April 2019",8.3,MI-t,,,,,,,,,,,,
K1,R8,"Reviewed: April 11, 2019","  \nRoom facilities condition is not that good, room cleanliness especially bed is not OK and lot of noisy from outside and others rooms and very disturbing. No parking for car. \n  \nNot too expensive and location is quite strategic in KL city centre\nStayed in April 2019",5,Anonymous,,,,,,,,,,,,
K1,R9,"Reviewed: April 10, 2019",  \nThe comforter was stained although it looked clean. The guests were loud in the middle of the night as they roam through the hallways. Internet was off since midnight til morning. TV only had one channel but decent reception.\n  \nRoom was cosy and spacious. Tidy and clean. Going up to the roof for the view is a must!\nStayed in April 2019,7.9,Nur,,,,,,,,,,,,
K1,R10,"Reviewed: April 10, 2019","  \nnothing \n  \nmainly thanks for the good services,  its was amazing stay,\nwelcoming staff with good manners and helped me a lot.\ngood location, nice and newly painted room.\nthe rooftop was amazing view 😍😍.\nworth price. surely will come back soon.\nStayed in March 2019",9.6,Iman,,,,,,,,,,,,
K1,R16,"Reviewed: April 1, 2019","  \ni didn't been notified that i needed to pay for room deposit until i came to check in at the counter. plus i didn't know that my room windows been locked and during the night of my stay, i don't know which room, it's a family trip i think and their child were crying at night. i think they said that it was a sound proof room. hmm\n  \nthe room were nice and their front desk staff were very friendly and kind. they would helping you so don't mind asking any help. good thing is, they got a corner to do ironing on each level and water dispenser in level 1 and 3. and there's lift too. wi-fi connections are strong.\nStayed in April 2019",9.6,Dhia Zakrie,,,,,,,,,,,,
K1,R17,"Reviewed: April 1, 2019",  \nNone. 😊 \n  \nEverything!! 😍 I enjoyed my stay there because the hotel's location is so accessible. 😊 We've got a great window view of Twin Towers as well! 😍 Love it!!! I'm definitely going back! 😁 \nStayed in April 2019,10,Nonawa,,,,,,,,,,,,
K1,R18,"Reviewed: April 1, 2019","  \nThe service when I went to check in is quite slow. I been waiting for about half an hour to get my room card to get to the room. The view from the room is bad. U can see the miserable building besides the hotel through the window.\n  \nWater cooler is just near to our room. It is value for money. Near to KFC,7 Eleven,Chow Kit Monorail Station but quite far to Sunway Putra and PWTC if u just walk. The rooftop view was amazing. The room is quite big. I love it.\nStayed in March 2019",8.3,Muhammad,,,,,,,,,,,,
K1,R19,"Reviewed: April 1, 2019",  \n1. One pillow only.  Should provide two.   \n2. Should have more sofa or chairs at the counter\n3. Should have some space for coffee corner or nasi lemak.\n  \nI like the location.  near to the public transportation and to many destination in KL.\nStayed in March 2019,8.3,Nur,,,,,,,,,,,,
K10,R86,"Reviewed: September 6, 2018",  \nService\n  \nService\nStayed in September 2018,10,Vani,,,,,,,,,,,,
K10,R87,"Reviewed: September 5, 2018",  \nDifficult to pick up key\n  \nVery clean\nStayed in August 2018,10,Aziah,,,,,,,,,,,,
K10,R88,"Reviewed: September 3, 2018",  \nCleanliness\nStayed in September 2018,9.2,Haslia,,,,,,,,,,,,
K10,R82,"Reviewed: September 27, 2018","  \nOverall not bad, swimming pool with magnificent view\nStayed in September 2018",7.1,Raymond,,,,,,,,,,,,
K10,R83,"Reviewed: September 23, 2018",  \nNothjnng\n  \nNothing\nStayed in September 2018,2.5,jasa prima,,,,,,,,,,,,
K10,R84,"Reviewed: September 17, 2018",  \n1. The host should be more nicer during checkout time.\n  \n1. The bed extra comfy\n2. The cleanliness\n3. The comfort\nStayed in September 2018,9.2,Lin,,,,,,,,,,,,
K10,R85,"Reviewed: September 16, 2018",  \nThe bed is a bit uncomfortable.. too soft\n  \nThere is a supermarket near by.\nStayed in September 2018,7.1,Alexander,,,,,,,,,,,,
K10,R20,"Reviewed: September 15, 2018",  \nThe check in process was hard & tricky and deposit return was late (about 4 hour after checking out). Laking interms of explanation about facility and what can we experience there. Confused the parking lot the be provided.\n  \nThe house was nice and clean. The facilities was perfect. Like the swimming pool and the view. The price really affordable.\nStayed in September 2018,8.8,Ahmad,,,,,,,,,,,,
K10,R21,"Reviewed: September 14, 2018","  \nSadly the unit I was in, I had to keep getting rid of small roaches that keeps appearing in kitchen area. Failed to check and fix the micro wave oven before my checked in. The upper room aircon is not as cool as lower floor.\n  \nApartment is spacious and uncluttered. The double floor glass window offers good natural light. The kitchen is well equipped, including dish drying tray and utensils.\nStayed in September 2018",6.3,vlswsg,,,,,,,,,,,,
K10,R80,"Reviewed: October 8, 2018",  \ngreat \nStayed in October 2018,7.5,Afif,,,,,,,,,,,,
K10,R17,"Reviewed: October 31, 2018",  \nno free parking provided. the paid parking is expensive. it comes a unpleasant surprise because its not mentioned during the booking.clear instructions not given on key collection during the first few contacts with the hosts. very difficult to get through them. many contact numbers given n u need to call multiple times before u get to someone who will pick up the call\n  \nnice room layout n cleanliness\nStayed in October 2018,7.1,Ben,,,,,,,,,,,,
K10,R74,"Reviewed: October 29, 2018",  \nInternet\n  \nFlat\nStayed in October 2018,10,Mansour,,,,,,,,,,,,
K10,R18,"Reviewed: October 26, 2018",  \nNothing. Everything just nice.\n  \nIt was located at the centre of the city and easy to find atm beside the road. Not really far from klcc and the staff really good cause he was showed me the apartment and show the way to find my car when i stuck in the lift.\nStayed in October 2018,7.5,Ain,,,,,,,,,,,,
K10,R75,"Reviewed: October 21, 2018",  \nAccess to park is wayyyyy to hard to find\nStayed in October 2018,4.2,Akmal,,,,,,,,,,,,
K10,R76,"Reviewed: October 16, 2018",  \nthe internet slow\n  \nnice decoration and comfortable with the facilities\nStayed in October 2018,8.8,anne samad,,,,,,,,,,,,
K10,R77,"Reviewed: October 15, 2018",  \nno\n  \neverithing\nStayed in October 2018,10,farah marlieyana,,,,,,,,,,,,
K10,R78,"Reviewed: October 13, 2018",  \nCheck in and check out time\n  \nLocation\nStayed in September 2018,6.3,Anonymous,,,,,,,,,,,,
K10,R19,"Reviewed: October 13, 2018",  \nVery poor reception during check-in. Poor communication platform. Contact number only available via WhatsApp and response is poor. Customer service claimed to be very busy when contacted. He even threaten to cancel booking during check-in. I will never book through this property management ever again. \n  \nVery clean and value for money\nStayed in October 2018,6.7,Kah,,,,,,,,,,,,
K10,R79,"Reviewed: October 10, 2018",  \nCheck in process is very unprepared. WiFi not working. \n  \nNice. Clean and value for money\nStayed in September 2018,7.5,Kah,,,,,,,,,,,,
K10,R81,"Reviewed: October 1, 2018",  \nNope\n  \nEasy to communicate with the staff and value for ur money. Very confortable and clean. \nStayed in September 2018,10,umierosely,,,,,,,,,,,,
K10,R70,"Reviewed: November 9, 2018",  \nConvenient for family with children\nStayed in November 2018,9.2,Julia Ramlan,,,,,,,,,,,,
K10,R15,"Reviewed: November 8, 2018","  \n1. No free parking available as stated in the booking page.\n2. TV setup was only for netflix, internet apps and no Astro. However, netflix wasnt working as well. \n3. No manual/notes on the list of things provided by hosts. Its like playing a treasure hunts.\n  \nNice and clean apartment.\nStayed in October 2018",6.7,Nor Atiqah Wagiman,,,,,,,,,,,,
K10,R71,"Reviewed: November 7, 2018",  \nNothing\n  \nEverything \nStayed in November 2018,9.2,Andrew,,,,,,,,,,,,
K10,R16,"Reviewed: November 7, 2018","  \nWifi and tv is not functioning at all. Already call the staff but he didnt come to take a look. The water heater also not functioning. \n  \nEverything complete such as kitchen to cook, washing machine, refrigerator and etc..\nStayed in November 2018",8.3,Anon,,,,,,,,,,,,
