Hotel,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel,Score
S1,R79,"Reviewed: April 5, 2019","  \nNot enough time , Thats all!\n  \nClub 55 was amazing! Especially the staff was so helpfull . A Nice girl i met as staff was Miles . Want to thank her personally for her hospitality. The pool was amazing and everything was so clean!\nStayed in April 2019",9.6,Alex,,
S1,R77,"Reviewed: April 6, 2019","  \nThis place is massive and there is a lot of walking if your room is at the end of a corridor. But put on your bathrobes and enjoy the journey up to the roof, maybe changing lifts twice.\n  \ndid not have their breakfast as at £31 each it would have to be very good and we do not eat much at that time of day. As a special place to stay it is made by the famous roof top infinity pool which does live up to expectations. It was great to swim in the adult section by ourselves when it was raining. Note if there is a thunderstorm the pool will be shut!. there is alot to see and the garden view rooms do have a very good view of the light show in the gardens. We were on the 11th floor which is probably one of the better viewpoints, The top floors are so far up the gardens are tiny. Good sauna and steam rooms albeit small on the 55th floor.\nStayed in April 2019",7.9,Stephen,,
S1,R78,"Reviewed: April 6, 2019","  \nToo many people in the hotel: pool, reception, etc. No feeling of exclusivity and special attention that you can find in other 5 star hotels.\n  \nBig and clean room, good gym and spa area, impressive city skyline view from room\nStayed in April 2019",8.3,Matthew,,
S1,R74,"Reviewed: April 7, 2019","  \nIt was a bit expensive but I wish I could stay longer. The weather was fairly hot for mid March but Singapore is very close to the equators.\n  \nThe mesmerizing views from our spacious room and the roof top swimming pool. The dizzying amount of eating establishments and some with ""mesmerizing"" views of the city below.\nStayed in March 2019",9.6,Lowell,,
S1,R75,"Reviewed: April 7, 2019","  \nAccess to a fridge would have been good. Price for 1 night was extreme compared to prices online. \n  \nThe welcoming atmosphere, nothing was too difficult, made to feel important. Room was very comfortable. Pool was amazing. \nStayed in April 2019",9.6,Anonymous,,
S1,R76,"Reviewed: April 7, 2019","  \n1. I got stuck in the elevator for 15 minutes. It was scary because I was all alone. Thank God there was some voice on the loudspeaker telling me a repairman was coming soon. It seemed like forever. Then the next day ANOTHER elevator was broken down ! \n2. The prices were expensive.\n3. After checking out, we thought we could still go to the restaurants and bar by the pool, but we were not able to. We were hungry after checking out. Staff was  rude too.\n4. We got lost going around. The signs for the elevators were not helpful. We saw others hop on wrong elevators like we did.\n  \nI loved the views / the infinity pool.\nStayed in April 2019",8.3,Angeli,,
S1,R70,"Reviewed: April 8, 2019","  \nBefore that i came to marina bay sands,i wanna go to maccao for gambeling game,but i thought i had wnderfull time in your casino,but unfortunately i couldnt go to casino bcz of my iranian passport,i was very sad and talk to manager of casino and he said that it’s forbbiden with iranian people\nStayed in April 2019",8.3,Ramin,,
S1,R71,"Reviewed: April 8, 2019","  \nRestaurants are very good on the roof.\nGardens are wonderful and lovely to walk around.\n  \nBreakfast is expensive however the selection is very good, location and facilities are great and ideal for what we were looking for, lifts can be crowded at times, but having one of them in maintenance obviously didn't help.\nPool is very busy but that is expected. \nLaser show times could be better advertised.\nStayed in April 2019",9.6,Mark,,
S1,R72,"Reviewed: April 8, 2019",  \nBooked a month in advance for Ce La Vie. When we got there our table wasn’t ready. It still wasn’t ready after 30 minutes. Eventually we were shown to a table which did not meet our expectations. A real shame!\nStayed in April 2019,9.2,Aaron,,
S1,R73,"Reviewed: April 8, 2019","  \nCan't think of anything.\n  \nThis hotel is amazing and certainly met our expectations. We had reserved a deluxe king room but the receptionist worked hard to find a better room for us in that it faced the gardens and not the city.  The room was lovely, bathroom especially.  Service was fantastic and the infinity pool ... !.  This hotel is worth the money.\nStayed in April 2019",10,Belinda,,
S1,R69,"Reviewed: April 8, 2019","  \nThe concierge service during check-in was lacking in service and speed. Note the hotel can get overcrowded so I did not receive even assistance for my luggage until I explicitly asked for the same after completing check-in. Due to the crowds and large scale of this hotel it's difficult to experience that nice ""exceptional 5 star service"" feeling one can expect upon walking in for the first time or even when simply roaming a hotel in this price range. Check-in was manageable in terms of promptness. Check-out was also to my surprise managed well despite the queues forming. I stayed on 29th floor and it took a while until the hot water reached my shower.\n  \nA single night stay in this iconic hotel makes for the best pictures. Great location next to the Gardens by the Bay and great view. Naturally the pool is amazing and so are the roof top bars. The room was really nice, clean and with good amenities.\nStayed in March 2019",8.8,Dimitar,,
S1,R67,"Reviewed: April 9, 2019","  \nWhen We asked the lady on the “express line” on the phone where the Oceania Cruise was docked, she gave us the wrong port and gave the taxi the wrong information.\n  \nI liked the beautiful hotel and ambience. It is a espectacular place.\nStayed in April 2019",9.6,Aline,,
S1,R66,"Reviewed: April 9, 2019","  \nNothing\n  \nFriendly and helping behavior of the Reception, as well as room service . Swimming in the pool was the most interesting and unique experience. We were happy as they allowed as early check-in as our room was available already :)\nStayed in April 2019",10,Sayeed,,
S1,R68,"Reviewed: April 9, 2019","  \nThe only negative thing I can think about this hotel is the price :)\n  \nEverything is really impressive at this hotel. Starting from the location, facilities, swimming pool and views.\nStayed in March 2019",9.2,Radu-virgil,,
S1,R100,"Reviewed: March 29, 2019","  \nThe pool is too crowded , no place to swim , there should be a pool booking to control the max num of ppl , we cam for pool and we couldn’t swim for 8 nights .. \nwith all pleasure \nFahad\nStayed in March 2019",5.8,Fahad,,
S1,R99,"Reviewed: March 29, 2019",  \nThe cost is a bit expensive but the room and experience was worth it!\n  \nMarina Bay Sands was wonderful.  We enjoyed the pool during day and evening.  It was nice to watch the tree light show and the water show within a short walk.  Breakfast at restaurant in the lobby area was good.\nStayed in March 2019,9.6,Cathy,,
S1,R98,"Reviewed: March 30, 2019","  \nThe hotel was so huge that it felt pretty impersonal. The fact that there was no lobby or central point to the hotel contributed to this, as you came out of the lift and straight into the retail area. The staff at check in/out were perfectly polite and professional, but the whole set up lacked the warmth of most hotels. Maybe that's normal for this type of hotel.\nOn the day we checked out we had a really late flight. While there was a secure luggage facility, it was in a room outside the main building. In one way this made sense as it was conveniently next to the taxi rank, but on the other hand it very much felt that once you'd checked out the hotel wasn't interested any more. There were a couple of showers in the gym that you could use, and while these were nice there wasn't much room and they were miles from the luggage facility. As there was no lounge or lobby, there was nowhere to do that final bit of luggage juggling once you'd had your shower. For the money it cost to stay here, I'd have expected much more consideration and better facilities for guests with late flights.\nAlso, you can only use the rooftop pool until you check out - so if you have a late flight then you'll have to find something else to do. I can see that the hotel needs to do this as there are a lot of guests and the pool area was really busy, but it wasn't what I was expected and it was pretty disappointing.\n  \nThe view from our room was just breathtaking, and given this is why we wanted to stay here it didn't disappoint.\nThe infinity pool was awesome too, but very very busy. The beds are so close, and there are so many people who just go up to see the view and take photos that it felt hectic and transient rather than relaxing. But the view is amazing.\nStayed in March 2019",7.5,Jenni,,
